run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,2.501116234,2.541600305,Success,27.745
d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,2.54190131,2.550222362,Success,3.529
d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,2.55050947,2.563900903,Success,10.405
d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,2.564193484,2.573273541,Success,4.627
d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,2.573561862,2.5818648,Success,3.597
b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200,0,0,fixed,2.622107935,2.650646776,Success,"33816.72,33753.72,37976.86,38215.19"
b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,2.650948904,2.661639971,Success,6.866
b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,2.661949276,2.67532796,Success,10.961
b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,2.675627512,2.683082317,Success,1.941
b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,2.683381378,2.692955089,Success,4.912
b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,2.693265601,2.733724768,Success,27.834
b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,2.734049724,2.742628943,Success,3.545
b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,2.742941646,2.756365471,Success,10.409
b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,2.756673783,2.765643968,Success,4.459
b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,2.765930871,2.774482898,Success,3.617
9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200,0,0,fixed,2.814870725,2.843123341,Success,"33834.38,33730.43,37999.41,38143.89"
9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,2.843434445,2.854076779,Success,6.859
9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,2.854391366,2.868349153,Success,10.916
9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,2.868640652,2.876024112,Success,1.944
9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,2.876336399,2.885855553,Success,4.929
9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,2.886148435,2.926761159,Success,27.912
9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,2.927067632,2.935667849,Success,3.565
9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,2.93595363,2.949494647,Success,10.409
9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,2.949805926,2.958872156,Success,4.487
9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,2.959159394,2.967639792,Success,3.588
7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200,0,0,fixed,3.008217632,3.036332444,Success,"33926.67,33819.19,38084.62,38176.77"
7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,3.036621843,3.047253792,Success,6.855
7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,3.047582241,3.0609769,Success,10.966
7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,3.061273185,3.068832302,Success,1.986
7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,3.069146548,3.078668066,Success,4.914
7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,3.078956798,3.119557504,Success,27.960
7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,3.119855457,3.128446747,Success,3.563
7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,3.128733996,3.142224378,Success,10.408
7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,3.142518197,3.151630655,Success,4.501
7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,3.151915894,3.160442008,Success,3.577
5bd75b25-2f84-11ec-bcfd-1458d0584f82,hp065.utah.cloudlab.us,10,240,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200,0,0,fixed,3.200679844,3.228799512,Success,"33799.48,33738.64,37953.15,38078.28"
