,run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
4590,ff846197-30fb-11ec-94ad-1458d0584f82,hp065.utah.cloudlab.us,219,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,0,random,91.950607911,91.959563501,Success,1.949
4591,ff846197-30fb-11ec-94ad-1458d0584f82,hp065.utah.cloudlab.us,219,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,1,random,91.95987915,91.968947196,Success,4.514
4592,ff846197-30fb-11ec-94ad-1458d0584f82,hp065.utah.cloudlab.us,219,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,2,random,91.969244001,91.982957884,Success,10.4
4593,ff846197-30fb-11ec-94ad-1458d0584f82,hp065.utah.cloudlab.us,219,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,3,random,91.983254124,91.996723972,Success,10.972
4594,ff846197-30fb-11ec-94ad-1458d0584f82,hp065.utah.cloudlab.us,219,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,4,random,91.997016378,92.005436725,Success,3.542
4595,ff846197-30fb-11ec-94ad-1458d0584f82,hp065.utah.cloudlab.us,219,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,random,92.005725407,92.047134613,Success,27.848
4596,ff846197-30fb-11ec-94ad-1458d0584f82,hp065.utah.cloudlab.us,219,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,6,random,92.047429279,92.058058668,Success,6.81
4597,ff846197-30fb-11ec-94ad-1458d0584f82,hp065.utah.cloudlab.us,219,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,7,random,92.058347986,92.06787228,Success,4.923
4599,ff846197-30fb-11ec-94ad-1458d0584f82,hp065.utah.cloudlab.us,219,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,random,92.095108184,92.103657163,Success,3.576
4600,e041b807-30fc-11ec-8f97-1458d0584f82,hp065.utah.cloudlab.us,220,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,0,random,92.145615019,92.155813548,Success,3.568
4601,e041b807-30fc-11ec-8f97-1458d0584f82,hp065.utah.cloudlab.us,220,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,1,random,92.156127809,92.169628763,Success,11.006
4602,e041b807-30fc-11ec-8f97-1458d0584f82,hp065.utah.cloudlab.us,220,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,2,random,92.169923865,92.179412367,Success,4.897
4603,e041b807-30fc-11ec-8f97-1458d0584f82,hp065.utah.cloudlab.us,220,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,3,random,92.179702858,92.220394121,Success,28.094
4604,e041b807-30fc-11ec-8f97-1458d0584f82,hp065.utah.cloudlab.us,220,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,4,random,92.220693382,92.229757538,Success,4.522
4605,e041b807-30fc-11ec-8f97-1458d0584f82,hp065.utah.cloudlab.us,220,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,5,random,92.23004651,92.240564228,Success,6.824
4606,e041b807-30fc-11ec-8f97-1458d0584f82,hp065.utah.cloudlab.us,220,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,random,92.24089822,92.249338567,Success,3.547
4607,e041b807-30fc-11ec-8f97-1458d0584f82,hp065.utah.cloudlab.us,220,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,7,random,92.24962994,92.256860233,Success,1.945
4608,e041b807-30fc-11ec-8f97-1458d0584f82,hp065.utah.cloudlab.us,220,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,8,random,92.257138506,92.270535588,Success,10.382
4610,bff93014-30fd-11ec-9bce-1458d0584f82,hp065.utah.cloudlab.us,221,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,0,random,92.338822296,92.351103572,Success,6.824
4612,bff93014-30fd-11ec-9bce-1458d0584f82,hp065.utah.cloudlab.us,221,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,random,92.378346481,92.391737904,Success,10.92
4613,bff93014-30fd-11ec-9bce-1458d0584f82,hp065.utah.cloudlab.us,221,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,3,random,92.39202848,92.405619388,Success,10.397
4614,bff93014-30fd-11ec-9bce-1458d0584f82,hp065.utah.cloudlab.us,221,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,4,random,92.405918028,92.414455873,Success,3.567
4615,bff93014-30fd-11ec-9bce-1458d0584f82,hp065.utah.cloudlab.us,221,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,5,random,92.414739062,92.423784018,Success,4.545
4616,bff93014-30fd-11ec-9bce-1458d0584f82,hp065.utah.cloudlab.us,221,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,6,random,92.424082658,92.464632999,Success,27.774
4617,bff93014-30fd-11ec-9bce-1458d0584f82,hp065.utah.cloudlab.us,221,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,7,random,92.464945872,92.474905083,Success,4.901
4618,bff93014-30fd-11ec-9bce-1458d0584f82,hp065.utah.cloudlab.us,221,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,8,random,92.475199132,92.48366738,Success,3.555
4619,bff93014-30fd-11ec-9bce-1458d0584f82,hp065.utah.cloudlab.us,221,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,9,random,92.483955942,92.491436243,Success,1.945
4620,a087ef9c-30fe-11ec-873b-1458d0584f82,hp065.utah.cloudlab.us,222,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,0,random,92.532738977,92.5443208,Success,4.904
4621,a087ef9c-30fe-11ec-873b-1458d0584f82,hp065.utah.cloudlab.us,222,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,1,random,92.54463663,92.553100601,Success,3.637
4622,a087ef9c-30fe-11ec-873b-1458d0584f82,hp065.utah.cloudlab.us,222,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,2,random,92.553381621,92.566847019,Success,10.459
