,run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
34,361099ae-2f7e-11ec-a8f3-1458d0584f82,hp065.utah.cloudlab.us,3,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,1.910582177,1.919952101,Success,4.921
35,361099ae-2f7e-11ec-a8f3-1458d0584f82,hp065.utah.cloudlab.us,3,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,1.920243945,1.961102494,Success,27.894
36,361099ae-2f7e-11ec-a8f3-1458d0584f82,hp065.utah.cloudlab.us,3,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,1.961409794,1.969441776,Success,3.542
37,361099ae-2f7e-11ec-a8f3-1458d0584f82,hp065.utah.cloudlab.us,3,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,1.969992248,1.983491691,Success,10.424
38,361099ae-2f7e-11ec-a8f3-1458d0584f82,hp065.utah.cloudlab.us,3,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,1.983786101,1.992805689,Success,4.517
39,361099ae-2f7e-11ec-a8f3-1458d0584f82,hp065.utah.cloudlab.us,3,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,1.993131221,2.001521328,Success,3.596
41,1771c7b9-2f7f-11ec-9464-1458d0584f82,hp065.utah.cloudlab.us,4,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,2.071515875,2.082116762,Success,6.88
42,1771c7b9-2f7f-11ec-9464-1458d0584f82,hp065.utah.cloudlab.us,4,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,2.082418019,2.095925341,Success,10.964
43,1771c7b9-2f7f-11ec-9464-1458d0584f82,hp065.utah.cloudlab.us,4,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,2.096225193,2.103697983,Success,1.946
44,1771c7b9-2f7f-11ec-9464-1458d0584f82,hp065.utah.cloudlab.us,4,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,2.103987406,2.113594983,Success,4.911
45,1771c7b9-2f7f-11ec-9464-1458d0584f82,hp065.utah.cloudlab.us,4,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,2.113884151,2.154547536,Success,27.847
46,1771c7b9-2f7f-11ec-9464-1458d0584f82,hp065.utah.cloudlab.us,4,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,2.154863737,2.16347845,Success,3.544
47,1771c7b9-2f7f-11ec-9464-1458d0584f82,hp065.utah.cloudlab.us,4,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,2.163767588,2.177378935,Success,10.426
48,1771c7b9-2f7f-11ec-9464-1458d0584f82,hp065.utah.cloudlab.us,4,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,2.177669216,2.186785276,Success,4.502
49,1771c7b9-2f7f-11ec-9464-1458d0584f82,hp065.utah.cloudlab.us,4,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,2.187075928,2.195648647,Success,3.579
51,f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,2.265161025,2.275818138,Success,6.856
52,f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,2.276113531,2.289550799,Success,10.901
53,f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,2.289849048,2.297378302,Success,1.948
54,f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,2.297667179,2.307241811,Success,4.91
55,f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,2.307534046,2.348277902,Success,27.786
56,f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,2.348580206,2.357115451,Success,3.503
57,f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,2.357401562,2.371087096,Success,10.424
58,f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,2.371382093,2.380523688,Success,4.514
59,f83d85a9-2f7f-11ec-91ba-1458d0584f82,hp065.utah.cloudlab.us,5,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,2.380816079,2.389702187,Success,3.575
61,d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,2.458464242,2.46994656,Success,6.841
62,d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,2.470243105,2.483384236,Success,10.856
63,d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,2.483680064,2.491085571,Success,1.982
64,d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,2.491369888,2.500817148,Success,4.914
65,d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,2.501116234,2.541600305,Success,27.745
66,d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,2.54190131,2.550222362,Success,3.529
67,d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,2.55050947,2.563900903,Success,10.405
68,d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,2.564193484,2.573273541,Success,4.627
69,d8e44683-2f80-11ec-add6-1458d0584f82,hp065.utah.cloudlab.us,6,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,2.573561862,2.5818648,Success,3.597
71,b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,2.650948904,2.661639971,Success,6.866
72,b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,2.661949276,2.67532796,Success,10.961
73,b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,2.675627512,2.683082317,Success,1.941
74,b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,2.683381378,2.692955089,Success,4.912
75,b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,2.693265601,2.733724768,Success,27.834
76,b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,2.734049724,2.742628943,Success,3.545
77,b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,2.742941646,2.756365471,Success,10.409
78,b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,2.756673783,2.765643968,Success,4.459
79,b97d72e0-2f81-11ec-99da-1458d0584f82,hp065.utah.cloudlab.us,7,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,2.765930871,2.774482898,Success,3.617
81,9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,2.843434445,2.854076779,Success,6.859
82,9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,2.854391366,2.868349153,Success,10.916
83,9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,2.868640652,2.876024112,Success,1.944
84,9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,2.876336399,2.885855553,Success,4.929
85,9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,2.886148435,2.926761159,Success,27.912
86,9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,2.927067632,2.935667849,Success,3.565
87,9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,2.93595363,2.949494647,Success,10.409
88,9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,2.949805926,2.958872156,Success,4.487
89,9a3f8bc6-2f82-11ec-9081-1458d0584f82,hp065.utah.cloudlab.us,8,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,2.959159394,2.967639792,Success,3.588
91,7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,3.036621843,3.047253792,Success,6.855
92,7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,3.047582241,3.0609769,Success,10.966
93,7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,3.061273185,3.068832302,Success,1.986
94,7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,3.069146548,3.078668066,Success,4.914
95,7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,3.078956798,3.119557504,Success,27.96
96,7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,3.119855457,3.128446747,Success,3.563
97,7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,3.128733996,3.142224378,Success,10.408
98,7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,3.142518197,3.151630655,Success,4.501
99,7b091aed-2f83-11ec-b337-1458d0584f82,hp065.utah.cloudlab.us,9,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,3.151915894,3.160442008,Success,3.577
101,5bd75b25-2f84-11ec-bcfd-1458d0584f82,hp065.utah.cloudlab.us,10,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,3.229087628,3.239683521,Success,6.853
102,5bd75b25-2f84-11ec-bcfd-1458d0584f82,hp065.utah.cloudlab.us,10,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,3.240007379,3.253460821,Success,10.906
103,5bd75b25-2f84-11ec-bcfd-1458d0584f82,hp065.utah.cloudlab.us,10,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,3.253757933,3.261126804,Success,1.941
104,5bd75b25-2f84-11ec-bcfd-1458d0584f82,hp065.utah.cloudlab.us,10,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,3.261413932,3.270907421,Success,4.905
105,5bd75b25-2f84-11ec-bcfd-1458d0584f82,hp065.utah.cloudlab.us,10,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,3.271199811,3.311941865,Success,27.957
106,5bd75b25-2f84-11ec-bcfd-1458d0584f82,hp065.utah.cloudlab.us,10,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,3.312242144,3.320641738,Success,3.539
107,5bd75b25-2f84-11ec-bcfd-1458d0584f82,hp065.utah.cloudlab.us,10,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,3.320928184,3.334427005,Success,10.362
108,5bd75b25-2f84-11ec-bcfd-1458d0584f82,hp065.utah.cloudlab.us,10,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,3.334719917,3.343858618,Success,4.464
109,5bd75b25-2f84-11ec-bcfd-1458d0584f82,hp065.utah.cloudlab.us,10,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,3.344148563,3.352692469,Success,3.579
111,3ca97a23-2f85-11ec-8b29-1458d0584f82,hp065.utah.cloudlab.us,11,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,3.421633325,3.432389871,Success,6.86
112,3ca97a23-2f85-11ec-8b29-1458d0584f82,hp065.utah.cloudlab.us,11,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,3.43271157,3.446096337,Success,10.897
113,3ca97a23-2f85-11ec-8b29-1458d0584f82,hp065.utah.cloudlab.us,11,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,3.446391715,3.453874818,Success,1.947
114,3ca97a23-2f85-11ec-8b29-1458d0584f82,hp065.utah.cloudlab.us,11,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,3.454158328,3.463686003,Success,4.91
115,3ca97a23-2f85-11ec-8b29-1458d0584f82,hp065.utah.cloudlab.us,11,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,3.46400928,3.504695344,Success,27.844
116,3ca97a23-2f85-11ec-8b29-1458d0584f82,hp065.utah.cloudlab.us,11,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,3.505016541,3.513549684,Success,3.54
117,3ca97a23-2f85-11ec-8b29-1458d0584f82,hp065.utah.cloudlab.us,11,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,3.513864717,3.527758957,Success,10.414
118,3ca97a23-2f85-11ec-8b29-1458d0584f82,hp065.utah.cloudlab.us,11,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,3.52808899,3.53714209,Success,4.528
119,3ca97a23-2f85-11ec-8b29-1458d0584f82,hp065.utah.cloudlab.us,11,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,3.537442124,3.546047877,Success,3.582
121,1d4ff3b0-2f86-11ec-8b67-1458d0584f82,hp065.utah.cloudlab.us,12,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,3.616030962,3.62672061,Success,6.866
122,1d4ff3b0-2f86-11ec-8b67-1458d0584f82,hp065.utah.cloudlab.us,12,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,3.627017391,3.640911574,Success,10.906
123,1d4ff3b0-2f86-11ec-8b67-1458d0584f82,hp065.utah.cloudlab.us,12,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,3.641239853,3.648698702,Success,1.962
124,1d4ff3b0-2f86-11ec-8b67-1458d0584f82,hp065.utah.cloudlab.us,12,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,3.64898976,3.658549039,Success,4.908
125,1d4ff3b0-2f86-11ec-8b67-1458d0584f82,hp065.utah.cloudlab.us,12,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,3.658834734,3.699403938,Success,27.927
126,1d4ff3b0-2f86-11ec-8b67-1458d0584f82,hp065.utah.cloudlab.us,12,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,3.699769868,3.708139071,Success,3.55
127,1d4ff3b0-2f86-11ec-8b67-1458d0584f82,hp065.utah.cloudlab.us,12,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,3.708423208,3.721912,Success,10.413
128,1d4ff3b0-2f86-11ec-8b67-1458d0584f82,hp065.utah.cloudlab.us,12,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,3.722245816,3.731238678,Success,4.485
129,1d4ff3b0-2f86-11ec-8b67-1458d0584f82,hp065.utah.cloudlab.us,12,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,3.731532912,3.740015739,Success,3.575
131,fe2feb61-2f86-11ec-a002-1458d0584f82,hp065.utah.cloudlab.us,13,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,3.807520022,3.81854429,Success,6.884
132,fe2feb61-2f86-11ec-a002-1458d0584f82,hp065.utah.cloudlab.us,13,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,3.818839337,3.832262094,Success,10.883
133,fe2feb61-2f86-11ec-a002-1458d0584f82,hp065.utah.cloudlab.us,13,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,3.83256736,3.840526949,Success,1.95
134,fe2feb61-2f86-11ec-a002-1458d0584f82,hp065.utah.cloudlab.us,13,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,3.840814594,3.850445829,Success,4.91
135,fe2feb61-2f86-11ec-a002-1458d0584f82,hp065.utah.cloudlab.us,13,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,3.850745356,3.891557951,Success,27.983
136,fe2feb61-2f86-11ec-a002-1458d0584f82,hp065.utah.cloudlab.us,13,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,3.891860124,3.900480919,Success,3.514
137,fe2feb61-2f86-11ec-a002-1458d0584f82,hp065.utah.cloudlab.us,13,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,3.90076901,3.91438126,Success,10.442
138,fe2feb61-2f86-11ec-a002-1458d0584f82,hp065.utah.cloudlab.us,13,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,3.914665376,3.923812391,Success,4.52
139,fe2feb61-2f86-11ec-a002-1458d0584f82,hp065.utah.cloudlab.us,13,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,3.924104145,3.932727738,Success,3.574
141,deee5b91-2f87-11ec-8ce5-1458d0584f82,hp065.utah.cloudlab.us,14,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,4.002071032,4.012931584,Success,6.821
142,deee5b91-2f87-11ec-8ce5-1458d0584f82,hp065.utah.cloudlab.us,14,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,4.013256464,4.026727742,Success,10.883
143,deee5b91-2f87-11ec-8ce5-1458d0584f82,hp065.utah.cloudlab.us,14,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,4.027024282,4.034570758,Success,1.942
144,deee5b91-2f87-11ec-8ce5-1458d0584f82,hp065.utah.cloudlab.us,14,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,4.034859384,4.04439775,Success,4.918
145,deee5b91-2f87-11ec-8ce5-1458d0584f82,hp065.utah.cloudlab.us,14,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,4.044691759,4.085784586,Success,28.001
146,deee5b91-2f87-11ec-8ce5-1458d0584f82,hp065.utah.cloudlab.us,14,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,4.0860913,4.094668748,Success,3.571
147,deee5b91-2f87-11ec-8ce5-1458d0584f82,hp065.utah.cloudlab.us,14,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,4.094955486,4.10854413,Success,10.397
148,deee5b91-2f87-11ec-8ce5-1458d0584f82,hp065.utah.cloudlab.us,14,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,4.108836832,4.117949472,Success,4.46
149,deee5b91-2f87-11ec-8ce5-1458d0584f82,hp065.utah.cloudlab.us,14,240,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,4.118248548,4.126826627,Success,3.587
