,run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
1407,440c3024-3005-11ec-abe0-ecb1d7853a62,hp055.utah.cloudlab.us,140,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,28.2569198,28.270202209,Success,10.397
1408,440c3024-3005-11ec-abe0-ecb1d7853a62,hp055.utah.cloudlab.us,140,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,28.270491181,28.27940471,Success,4.462
1409,440c3024-3005-11ec-abe0-ecb1d7853a62,hp055.utah.cloudlab.us,140,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,28.279687603,28.287936396,Success,3.569
1410,244efb03-3006-11ec-af06-ecb1d7853a62,hp055.utah.cloudlab.us,141,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,0,random,28.327905625,28.342757048,Success,10.834
1411,244efb03-3006-11ec-af06-ecb1d7853a62,hp055.utah.cloudlab.us,141,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,1,random,28.343066283,28.35146154,Success,3.589
1413,244efb03-3006-11ec-af06-ecb1d7853a62,hp055.utah.cloudlab.us,141,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,random,28.378339382,28.385667319,Success,1.94
1414,244efb03-3006-11ec-af06-ecb1d7853a62,hp055.utah.cloudlab.us,141,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,random,28.385961253,28.395329266,Success,4.88
1415,244efb03-3006-11ec-af06-ecb1d7853a62,hp055.utah.cloudlab.us,141,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,5,random,28.395616094,28.404461757,Success,4.529
1416,244efb03-3006-11ec-af06-ecb1d7853a62,hp055.utah.cloudlab.us,141,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,6,random,28.404758418,28.445074444,Success,27.855
1417,244efb03-3006-11ec-af06-ecb1d7853a62,hp055.utah.cloudlab.us,141,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,7,random,28.445381924,28.453713881,Success,3.483
1418,244efb03-3006-11ec-af06-ecb1d7853a62,hp055.utah.cloudlab.us,141,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,8,random,28.45399888,28.464478321,Success,6.801
1419,244efb03-3006-11ec-af06-ecb1d7853a62,hp055.utah.cloudlab.us,141,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,9,random,28.464799338,28.478195849,Success,10.394
1421,049f0416-3007-11ec-a8fc-ecb1d7853a62,hp055.utah.cloudlab.us,142,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,28.547838366,28.558245714,Success,6.834
1422,049f0416-3007-11ec-a8fc-ecb1d7853a62,hp055.utah.cloudlab.us,142,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,28.558534782,28.571567764,Success,10.879
1423,049f0416-3007-11ec-a8fc-ecb1d7853a62,hp055.utah.cloudlab.us,142,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,28.571861338,28.579086176,Success,1.957
1424,049f0416-3007-11ec-a8fc-ecb1d7853a62,hp055.utah.cloudlab.us,142,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,28.579372131,28.588637137,Success,4.888
1425,049f0416-3007-11ec-a8fc-ecb1d7853a62,hp055.utah.cloudlab.us,142,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,28.588951043,28.629173089,Success,27.917
1426,049f0416-3007-11ec-a8fc-ecb1d7853a62,hp055.utah.cloudlab.us,142,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,28.629470246,28.637768511,Success,3.574
1427,049f0416-3007-11ec-a8fc-ecb1d7853a62,hp055.utah.cloudlab.us,142,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,28.638070063,28.651233704,Success,10.385
1428,049f0416-3007-11ec-a8fc-ecb1d7853a62,hp055.utah.cloudlab.us,142,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,28.651518051,28.660281195,Success,4.501
1429,049f0416-3007-11ec-a8fc-ecb1d7853a62,hp055.utah.cloudlab.us,142,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,28.660560039,28.668809208,Success,3.636
1430,e5142c64-3007-11ec-89ec-ecb1d7853a62,hp055.utah.cloudlab.us,143,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,0,random,28.708765659,28.719526934,Success,4.875
1431,e5142c64-3007-11ec-89ec-ecb1d7853a62,hp055.utah.cloudlab.us,143,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,1,random,28.719824938,28.733109119,Success,10.401
1432,e5142c64-3007-11ec-89ec-ecb1d7853a62,hp055.utah.cloudlab.us,143,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,2,random,28.733395761,28.740630299,Success,1.939
1433,e5142c64-3007-11ec-89ec-ecb1d7853a62,hp055.utah.cloudlab.us,143,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,3,random,28.740915974,28.749200136,Success,3.574
1435,e5142c64-3007-11ec-89ec-ecb1d7853a62,hp055.utah.cloudlab.us,143,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,5,random,28.775806399,28.786098764,Success,6.802
1436,e5142c64-3007-11ec-89ec-ecb1d7853a62,hp055.utah.cloudlab.us,143,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,random,28.786393455,28.794679228,Success,3.488
1437,e5142c64-3007-11ec-89ec-ecb1d7853a62,hp055.utah.cloudlab.us,143,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,7,random,28.794966642,28.835266073,Success,27.918
1438,e5142c64-3007-11ec-89ec-ecb1d7853a62,hp055.utah.cloudlab.us,143,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,8,random,28.835564428,28.849165407,Success,10.861
1439,e5142c64-3007-11ec-89ec-ecb1d7853a62,hp055.utah.cloudlab.us,143,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,9,random,28.849455898,28.858643432,Success,4.556
1441,c5543bc5-3008-11ec-aafc-ecb1d7853a62,hp055.utah.cloudlab.us,144,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,28.926508045,28.936896154,Success,6.804
1442,c5543bc5-3008-11ec-aafc-ecb1d7853a62,hp055.utah.cloudlab.us,144,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,28.93721667,28.950371455,Success,10.927
1443,c5543bc5-3008-11ec-aafc-ecb1d7853a62,hp055.utah.cloudlab.us,144,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,28.95066768,28.957829971,Success,1.967
1444,c5543bc5-3008-11ec-aafc-ecb1d7853a62,hp055.utah.cloudlab.us,144,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,28.958111171,28.967346049,Success,4.874
1445,c5543bc5-3008-11ec-aafc-ecb1d7853a62,hp055.utah.cloudlab.us,144,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,28.967634219,29.007499657,Success,27.96
1446,c5543bc5-3008-11ec-aafc-ecb1d7853a62,hp055.utah.cloudlab.us,144,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,29.007798107,29.01601715,Success,3.523
1447,c5543bc5-3008-11ec-aafc-ecb1d7853a62,hp055.utah.cloudlab.us,144,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,29.016304915,29.029455797,Success,10.372
1448,c5543bc5-3008-11ec-aafc-ecb1d7853a62,hp055.utah.cloudlab.us,144,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,29.029747441,29.038503186,Success,4.512
1449,c5543bc5-3008-11ec-aafc-ecb1d7853a62,hp055.utah.cloudlab.us,144,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,29.038782927,29.046905011,Success,3.606
1450,a5ca63c7-3009-11ec-8d01-ecb1d7853a62,hp055.utah.cloudlab.us,145,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,0,random,29.088033115,29.098878269,Success,4.893
1451,a5ca63c7-3009-11ec-8d01-ecb1d7853a62,hp055.utah.cloudlab.us,145,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,1,random,29.099166059,29.112612776,Success,10.845
1452,a5ca63c7-3009-11ec-8d01-ecb1d7853a62,hp055.utah.cloudlab.us,145,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,2,random,29.112919209,29.120272048,Success,1.938
1453,a5ca63c7-3009-11ec-8d01-ecb1d7853a62,hp055.utah.cloudlab.us,145,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,3,random,29.120568743,29.128906802,Success,3.595
1454,a5ca63c7-3009-11ec-8d01-ecb1d7853a62,hp055.utah.cloudlab.us,145,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,4,random,29.129191871,29.137571398,Success,3.571
1455,a5ca63c7-3009-11ec-8d01-ecb1d7853a62,hp055.utah.cloudlab.us,145,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,5,random,29.137867802,29.151285859,Success,10.383
1456,a5ca63c7-3009-11ec-8d01-ecb1d7853a62,hp055.utah.cloudlab.us,145,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,6,random,29.15159172,29.160526498,Success,4.431
1457,a5ca63c7-3009-11ec-8d01-ecb1d7853a62,hp055.utah.cloudlab.us,145,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,7,random,29.160820422,29.171337208,Success,6.876
1458,a5ca63c7-3009-11ec-8d01-ecb1d7853a62,hp055.utah.cloudlab.us,145,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,8,random,29.171636925,29.212060018,Success,27.953
1461,8620a50f-300a-11ec-9cc1-ecb1d7853a62,hp055.utah.cloudlab.us,146,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,29.307505162,29.317868499,Success,6.829
1462,8620a50f-300a-11ec-9cc1-ecb1d7853a62,hp055.utah.cloudlab.us,146,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,29.318156078,29.331404765,Success,10.942
1463,8620a50f-300a-11ec-9cc1-ecb1d7853a62,hp055.utah.cloudlab.us,146,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,29.331701772,29.338880368,Success,1.936
1464,8620a50f-300a-11ec-9cc1-ecb1d7853a62,hp055.utah.cloudlab.us,146,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,29.339162194,29.348442845,Success,4.884
1465,8620a50f-300a-11ec-9cc1-ecb1d7853a62,hp055.utah.cloudlab.us,146,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,29.348728611,29.388841141,Success,27.851
1466,8620a50f-300a-11ec-9cc1-ecb1d7853a62,hp055.utah.cloudlab.us,146,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,29.389133797,29.397385236,Success,3.538
1467,8620a50f-300a-11ec-9cc1-ecb1d7853a62,hp055.utah.cloudlab.us,146,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,29.3976724,29.410883853,Success,10.367
1468,8620a50f-300a-11ec-9cc1-ecb1d7853a62,hp055.utah.cloudlab.us,146,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,29.411175131,29.41998741,Success,4.463
1469,8620a50f-300a-11ec-9cc1-ecb1d7853a62,hp055.utah.cloudlab.us,146,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,29.420273586,29.428506584,Success,3.563
1471,66732578-300b-11ec-8e04-ecb1d7853a62,hp055.utah.cloudlab.us,147,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,1,random,29.494659805,29.535171475,Success,27.937
1472,66732578-300b-11ec-8e04-ecb1d7853a62,hp055.utah.cloudlab.us,147,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,2,random,29.535463746,29.543852697,Success,3.542
1473,66732578-300b-11ec-8e04-ecb1d7853a62,hp055.utah.cloudlab.us,147,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,3,random,29.544137134,29.557422376,Success,10.384
1474,66732578-300b-11ec-8e04-ecb1d7853a62,hp055.utah.cloudlab.us,147,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,4,random,29.557713097,29.566771352,Success,4.465
1475,66732578-300b-11ec-8e04-ecb1d7853a62,hp055.utah.cloudlab.us,147,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,5,random,29.567066203,29.574404259,Success,1.934
1476,66732578-300b-11ec-8e04-ecb1d7853a62,hp055.utah.cloudlab.us,147,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,6,random,29.574689919,29.583915806,Success,4.885
1477,66732578-300b-11ec-8e04-ecb1d7853a62,hp055.utah.cloudlab.us,147,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,7,random,29.58420093,29.594623297,Success,6.801
1478,66732578-300b-11ec-8e04-ecb1d7853a62,hp055.utah.cloudlab.us,147,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,8,random,29.594917115,29.603155388,Success,3.563
1479,66732578-300b-11ec-8e04-ecb1d7853a62,hp055.utah.cloudlab.us,147,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,9,random,29.603438848,29.617099238,Success,10.909
1481,46af02b8-300c-11ec-9662-ecb1d7853a62,hp055.utah.cloudlab.us,148,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,29.68557273,29.696127822,Success,6.819
1482,46af02b8-300c-11ec-9662-ecb1d7853a62,hp055.utah.cloudlab.us,148,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,29.696416399,29.709623924,Success,10.888
1483,46af02b8-300c-11ec-9662-ecb1d7853a62,hp055.utah.cloudlab.us,148,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,29.709925551,29.717394719,Success,1.942
1484,46af02b8-300c-11ec-9662-ecb1d7853a62,hp055.utah.cloudlab.us,148,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,29.717708679,29.727158294,Success,4.88
1485,46af02b8-300c-11ec-9662-ecb1d7853a62,hp055.utah.cloudlab.us,148,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,29.727458046,29.767928742,Success,27.976
1486,46af02b8-300c-11ec-9662-ecb1d7853a62,hp055.utah.cloudlab.us,148,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,29.768247293,29.77663741,Success,3.5
1487,46af02b8-300c-11ec-9662-ecb1d7853a62,hp055.utah.cloudlab.us,148,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,29.776921266,29.790196116,Success,10.398
1488,46af02b8-300c-11ec-9662-ecb1d7853a62,hp055.utah.cloudlab.us,148,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,29.79048784,29.799323133,Success,4.428
1489,46af02b8-300c-11ec-9662-ecb1d7853a62,hp055.utah.cloudlab.us,148,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,29.799607189,29.807908682,Success,3.588
1491,27046179-300d-11ec-8d63-ecb1d7853a62,hp055.utah.cloudlab.us,149,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,1,random,29.876253942,29.885043545,Success,4.428
1492,27046179-300d-11ec-8d63-ecb1d7853a62,hp055.utah.cloudlab.us,149,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,2,random,29.885336913,29.892665295,Success,1.971
1493,27046179-300d-11ec-8d63-ecb1d7853a62,hp055.utah.cloudlab.us,149,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,3,random,29.892966566,29.901288549,Success,3.571
1494,27046179-300d-11ec-8d63-ecb1d7853a62,hp055.utah.cloudlab.us,149,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,4,random,29.901586422,29.941706478,Success,27.744
1495,27046179-300d-11ec-8d63-ecb1d7853a62,hp055.utah.cloudlab.us,149,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,5,random,29.942008761,29.951321328,Success,4.884
1496,27046179-300d-11ec-8d63-ecb1d7853a62,hp055.utah.cloudlab.us,149,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,6,random,29.951612556,29.964737943,Success,10.375
1497,27046179-300d-11ec-8d63-ecb1d7853a62,hp055.utah.cloudlab.us,149,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,7,random,29.965029396,29.973078085,Success,3.52
1498,27046179-300d-11ec-8d63-ecb1d7853a62,hp055.utah.cloudlab.us,149,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,8,random,29.97335282,29.986514738,Success,10.935
1499,27046179-300d-11ec-8d63-ecb1d7853a62,hp055.utah.cloudlab.us,149,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,9,random,29.986808247,29.997090964,Success,6.797
1501,07406744-300e-11ec-bbd1-ecb1d7853a62,hp055.utah.cloudlab.us,150,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,30.065168799,30.075517337,Success,6.817
1502,07406744-300e-11ec-bbd1-ecb1d7853a62,hp055.utah.cloudlab.us,150,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,30.075810639,30.089329803,Success,10.83
1503,07406744-300e-11ec-bbd1-ecb1d7853a62,hp055.utah.cloudlab.us,150,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,30.089634797,30.096868749,Success,1.933
1504,07406744-300e-11ec-bbd1-ecb1d7853a62,hp055.utah.cloudlab.us,150,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,30.097170211,30.106275439,Success,4.886
1505,07406744-300e-11ec-bbd1-ecb1d7853a62,hp055.utah.cloudlab.us,150,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,5,fixed,30.106556739,30.146545578,Success,27.881
1506,07406744-300e-11ec-bbd1-ecb1d7853a62,hp055.utah.cloudlab.us,150,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,fixed,30.146854497,30.155180658,Success,3.541
1507,07406744-300e-11ec-bbd1-ecb1d7853a62,hp055.utah.cloudlab.us,150,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,fixed,30.155478902,30.169063028,Success,10.391
1508,07406744-300e-11ec-bbd1-ecb1d7853a62,hp055.utah.cloudlab.us,150,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,fixed,30.169371044,30.178250551,Success,4.517
1509,07406744-300e-11ec-bbd1-ecb1d7853a62,hp055.utah.cloudlab.us,150,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,9,fixed,30.1785486,30.186870019,Success,3.581
1510,e7921908-300e-11ec-9429-ecb1d7853a62,hp055.utah.cloudlab.us,151,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,0,random,30.227025905,30.236253862,Success,1.943
1511,e7921908-300e-11ec-9429-ecb1d7853a62,hp055.utah.cloudlab.us,151,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,1,random,30.236541581,30.249657366,Success,10.898
1512,e7921908-300e-11ec-9429-ecb1d7853a62,hp055.utah.cloudlab.us,151,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,2,random,30.249965087,30.258186517,Success,3.565
1513,e7921908-300e-11ec-9429-ecb1d7853a62,hp055.utah.cloudlab.us,151,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,3,random,30.258476742,30.268783408,Success,6.827
1514,e7921908-300e-11ec-9429-ecb1d7853a62,hp055.utah.cloudlab.us,151,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,4,random,30.269078475,30.309131004,Success,27.906
1515,e7921908-300e-11ec-9429-ecb1d7853a62,hp055.utah.cloudlab.us,151,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,5,random,30.30945819,30.317822836,Success,3.579
1517,e7921908-300e-11ec-9429-ecb1d7853a62,hp055.utah.cloudlab.us,151,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,7,random,30.344408966,30.35330886,Success,4.478
1518,e7921908-300e-11ec-9429-ecb1d7853a62,hp055.utah.cloudlab.us,151,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,8,random,30.353595948,30.36678698,Success,10.387
1519,e7921908-300e-11ec-9429-ecb1d7853a62,hp055.utah.cloudlab.us,151,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,9,random,30.367082929,30.37637257,Success,4.888
1521,c7cf6e70-300f-11ec-bae8-ecb1d7853a62,hp055.utah.cloudlab.us,152,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,fixed,30.445732285,30.456105607,Success,6.806
1522,c7cf6e70-300f-11ec-bae8-ecb1d7853a62,hp055.utah.cloudlab.us,152,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,fixed,30.456399541,30.469480525,Success,10.892
1523,c7cf6e70-300f-11ec-bae8-ecb1d7853a62,hp055.utah.cloudlab.us,152,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,fixed,30.469770796,30.477071843,Success,1.939
1524,c7cf6e70-300f-11ec-bae8-ecb1d7853a62,hp055.utah.cloudlab.us,152,480,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,4,fixed,30.477359207,30.486734064,Success,4.878
