,run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
2196,04b7c84b-2ec1-11ec-9265-1458d0584f82,hp065.utah.cloudlab.us,99,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,6,random,44.668645701,44.679118495,Success,6.83
2197,04b7c84b-2ec1-11ec-9265-1458d0584f82,hp065.utah.cloudlab.us,99,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,7,random,44.679413146,44.688869552,Success,4.927
2198,04b7c84b-2ec1-11ec-9265-1458d0584f82,hp065.utah.cloudlab.us,99,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,8,random,44.689153503,44.696562292,Success,1.944
2199,04b7c84b-2ec1-11ec-9265-1458d0584f82,hp065.utah.cloudlab.us,99,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,9,random,44.696846784,44.737467327,Success,28.002
2200,e59030bc-2ec1-11ec-ba09-1458d0584f82,hp065.utah.cloudlab.us,100,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,0,random,44.778614833,44.788667237,Success,3.624
2202,e59030bc-2ec1-11ec-ba09-1458d0584f82,hp065.utah.cloudlab.us,100,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,2,random,44.816393003,44.829887536,Success,10.432
2203,e59030bc-2ec1-11ec-ba09-1458d0584f82,hp065.utah.cloudlab.us,100,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,3,random,44.830212372,44.843913595,Success,10.883
2204,e59030bc-2ec1-11ec-ba09-1458d0584f82,hp065.utah.cloudlab.us,100,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,4,random,44.844200137,44.851663648,Success,1.941
2205,e59030bc-2ec1-11ec-ba09-1458d0584f82,hp065.utah.cloudlab.us,100,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,5,random,44.85196313,44.860755632,Success,3.592
2206,e59030bc-2ec1-11ec-ba09-1458d0584f82,hp065.utah.cloudlab.us,100,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,6,random,44.861071712,44.87003304,Success,4.479
2207,e59030bc-2ec1-11ec-ba09-1458d0584f82,hp065.utah.cloudlab.us,100,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,7,random,44.870358978,44.880934111,Success,6.845
2208,e59030bc-2ec1-11ec-ba09-1458d0584f82,hp065.utah.cloudlab.us,100,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,8,random,44.881215666,44.921542601,Success,27.929
2209,e59030bc-2ec1-11ec-ba09-1458d0584f82,hp065.utah.cloudlab.us,100,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,9,random,44.921838805,44.93135758,Success,4.93
2210,c64f032c-2ec2-11ec-8af0-1458d0584f82,hp065.utah.cloudlab.us,101,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,0,random,44.971982907,44.982692558,Success,4.425
2211,c64f032c-2ec2-11ec-8af0-1458d0584f82,hp065.utah.cloudlab.us,101,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,1,random,44.983007947,44.991829817,Success,3.575
2212,c64f032c-2ec2-11ec-8af0-1458d0584f82,hp065.utah.cloudlab.us,101,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,2,random,44.992116414,45.006068791,Success,10.399
2213,c64f032c-2ec2-11ec-8af0-1458d0584f82,hp065.utah.cloudlab.us,101,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,3,random,45.006358962,45.016954344,Success,6.862
2214,c64f032c-2ec2-11ec-8af0-1458d0584f82,hp065.utah.cloudlab.us,101,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,4,random,45.017235198,45.030633349,Success,10.898
2215,c64f032c-2ec2-11ec-8af0-1458d0584f82,hp065.utah.cloudlab.us,101,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,5,random,45.030928381,45.039359449,Success,3.532
2216,c64f032c-2ec2-11ec-8af0-1458d0584f82,hp065.utah.cloudlab.us,101,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,6,random,45.039642578,45.049314065,Success,4.908
2218,c64f032c-2ec2-11ec-8af0-1458d0584f82,hp065.utah.cloudlab.us,101,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,8,random,45.076780648,45.11749642,Success,27.923
2219,c64f032c-2ec2-11ec-8af0-1458d0584f82,hp065.utah.cloudlab.us,101,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,9,random,45.117794825,45.125273228,Success,1.943
2220,a702a661-2ec3-11ec-b05c-1458d0584f82,hp065.utah.cloudlab.us,102,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,0,random,45.166734618,45.182396016,Success,10.386
2221,a702a661-2ec3-11ec-b05c-1458d0584f82,hp065.utah.cloudlab.us,102,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,1,random,45.182687359,45.191229353,Success,3.556
2222,a702a661-2ec3-11ec-b05c-1458d0584f82,hp065.utah.cloudlab.us,102,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,2,random,45.191512257,45.201986104,Success,6.832
2224,a702a661-2ec3-11ec-b05c-1458d0584f82,hp065.utah.cloudlab.us,102,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,4,random,45.23004423,45.237465644,Success,1.941
2225,a702a661-2ec3-11ec-b05c-1458d0584f82,hp065.utah.cloudlab.us,102,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,5,random,45.237760716,45.247283167,Success,4.915
2226,a702a661-2ec3-11ec-b05c-1458d0584f82,hp065.utah.cloudlab.us,102,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,6,random,45.24758091,45.26104809,Success,10.921
2227,a702a661-2ec3-11ec-b05c-1458d0584f82,hp065.utah.cloudlab.us,102,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,7,random,45.261343914,45.269839362,Success,3.585
2228,a702a661-2ec3-11ec-b05c-1458d0584f82,hp065.utah.cloudlab.us,102,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,8,random,45.270125934,45.279155726,Success,4.508
2229,a702a661-2ec3-11ec-b05c-1458d0584f82,hp065.utah.cloudlab.us,102,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,9,random,45.279454566,45.320276643,Success,28.052
2230,87dcc05c-2ec4-11ec-b672-1458d0584f82,hp065.utah.cloudlab.us,103,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,0,random,45.361707344,45.372854765,Success,4.904
2231,87dcc05c-2ec4-11ec-b672-1458d0584f82,hp065.utah.cloudlab.us,103,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,1,random,45.373160256,45.38221733,Success,4.489
2232,87dcc05c-2ec4-11ec-b672-1458d0584f82,hp065.utah.cloudlab.us,103,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,2,random,45.382503671,45.395730381,Success,10.859
2233,87dcc05c-2ec4-11ec-b672-1458d0584f82,hp065.utah.cloudlab.us,103,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,3,random,45.396022356,45.409362745,Success,10.474
2234,87dcc05c-2ec4-11ec-b672-1458d0584f82,hp065.utah.cloudlab.us,103,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,4,random,45.409655331,45.41704805,Success,1.951
2235,87dcc05c-2ec4-11ec-b672-1458d0584f82,hp065.utah.cloudlab.us,103,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,5,random,45.417334592,45.428017526,Success,6.839
2236,87dcc05c-2ec4-11ec-b672-1458d0584f82,hp065.utah.cloudlab.us,103,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,random,45.428316678,45.436752057,Success,3.581
2238,87dcc05c-2ec4-11ec-b672-1458d0584f82,hp065.utah.cloudlab.us,103,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,8,random,45.463704044,45.472205555,Success,3.595
2239,87dcc05c-2ec4-11ec-b672-1458d0584f82,hp065.utah.cloudlab.us,103,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,9,random,45.472502255,45.513319982,Success,27.918
2241,688d24e9-2ec5-11ec-9942-1458d0584f82,hp065.utah.cloudlab.us,104,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,1,random,45.583614518,45.593082411,Success,4.918
2242,688d24e9-2ec5-11ec-9942-1458d0584f82,hp065.utah.cloudlab.us,104,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,2,random,45.593379322,45.600790687,Success,1.97
2243,688d24e9-2ec5-11ec-9942-1458d0584f82,hp065.utah.cloudlab.us,104,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,3,random,45.601097191,45.610677389,Success,4.485
2244,688d24e9-2ec5-11ec-9942-1458d0584f82,hp065.utah.cloudlab.us,104,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,4,random,45.610983757,45.621547731,Success,6.855
2245,688d24e9-2ec5-11ec-9942-1458d0584f82,hp065.utah.cloudlab.us,104,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,5,random,45.62183281,45.630694629,Success,3.595
2246,688d24e9-2ec5-11ec-9942-1458d0584f82,hp065.utah.cloudlab.us,104,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,6,random,45.630989511,45.644232546,Success,10.909
2247,688d24e9-2ec5-11ec-9942-1458d0584f82,hp065.utah.cloudlab.us,104,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,7,random,45.644525924,45.685712504,Success,27.918
2248,688d24e9-2ec5-11ec-9942-1458d0584f82,hp065.utah.cloudlab.us,104,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,8,random,45.686033801,45.700040651,Success,10.385
2249,688d24e9-2ec5-11ec-9942-1458d0584f82,hp065.utah.cloudlab.us,104,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,9,random,45.700343726,45.708929104,Success,3.564
2250,495c2f1e-2ec6-11ec-bfc6-1458d0584f82,hp065.utah.cloudlab.us,105,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,0,random,45.749418141,45.791639969,Success,27.963
2251,495c2f1e-2ec6-11ec-bfc6-1458d0584f82,hp065.utah.cloudlab.us,105,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,1,random,45.791954195,45.805489612,Success,10.487
2252,495c2f1e-2ec6-11ec-bfc6-1458d0584f82,hp065.utah.cloudlab.us,105,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,2,random,45.805775904,45.814179138,Success,3.583
2254,495c2f1e-2ec6-11ec-bfc6-1458d0584f82,hp065.utah.cloudlab.us,105,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,4,random,45.841481838,45.848863227,Success,1.942
2255,495c2f1e-2ec6-11ec-bfc6-1458d0584f82,hp065.utah.cloudlab.us,105,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,5,random,45.849143755,45.857810454,Success,3.557
2256,495c2f1e-2ec6-11ec-bfc6-1458d0584f82,hp065.utah.cloudlab.us,105,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,6,random,45.858099236,45.867086347,Success,4.506
2257,495c2f1e-2ec6-11ec-bfc6-1458d0584f82,hp065.utah.cloudlab.us,105,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,7,random,45.867369792,45.880636923,Success,10.888
2258,495c2f1e-2ec6-11ec-bfc6-1458d0584f82,hp065.utah.cloudlab.us,105,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,8,random,45.880924753,45.890349934,Success,4.908
2259,495c2f1e-2ec6-11ec-bfc6-1458d0584f82,hp065.utah.cloudlab.us,105,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,9,random,45.890658618,45.901190657,Success,6.828
2260,2a512b39-2ec7-11ec-bdb1-1458d0584f82,hp065.utah.cloudlab.us,106,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,0,random,45.943011792,45.958002364,Success,10.958
2261,2a512b39-2ec7-11ec-bdb1-1458d0584f82,hp065.utah.cloudlab.us,106,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,1,random,45.958314516,45.967885576,Success,4.897
2263,2a512b39-2ec7-11ec-bdb1-1458d0584f82,hp065.utah.cloudlab.us,106,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,3,random,45.995171611,46.00573012,Success,6.845
2264,2a512b39-2ec7-11ec-bdb1-1458d0584f82,hp065.utah.cloudlab.us,106,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,4,random,46.006036162,46.014556873,Success,3.592
2265,2a512b39-2ec7-11ec-bdb1-1458d0584f82,hp065.utah.cloudlab.us,106,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,5,random,46.014863336,46.023938487,Success,4.486
2266,2a512b39-2ec7-11ec-bdb1-1458d0584f82,hp065.utah.cloudlab.us,106,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,6,random,46.024235253,46.031631789,Success,1.966
2267,2a512b39-2ec7-11ec-bdb1-1458d0584f82,hp065.utah.cloudlab.us,106,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,7,random,46.031927091,46.045395657,Success,10.405
2268,2a512b39-2ec7-11ec-bdb1-1458d0584f82,hp065.utah.cloudlab.us,106,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,8,random,46.045707363,46.086306452,Success,27.932
2269,2a512b39-2ec7-11ec-bdb1-1458d0584f82,hp065.utah.cloudlab.us,106,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,9,random,46.086645655,46.09518048,Success,3.599
2270,0b26b54b-2ec8-11ec-a61a-1458d0584f82,hp065.utah.cloudlab.us,107,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,0,random,46.13735523,46.152640771,Success,10.407
2271,0b26b54b-2ec8-11ec-a61a-1458d0584f82,hp065.utah.cloudlab.us,107,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,1,random,46.152942569,46.162103155,Success,4.478
2273,0b26b54b-2ec8-11ec-a61a-1458d0584f82,hp065.utah.cloudlab.us,107,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,3,random,46.189406877,46.196827973,Success,1.963
2274,0b26b54b-2ec8-11ec-a61a-1458d0584f82,hp065.utah.cloudlab.us,107,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,4,random,46.197106076,46.205684968,Success,3.561
2275,0b26b54b-2ec8-11ec-a61a-1458d0584f82,hp065.utah.cloudlab.us,107,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,5,random,46.20599067,46.220081172,Success,10.977
2276,0b26b54b-2ec8-11ec-a61a-1458d0584f82,hp065.utah.cloudlab.us,107,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,6,random,46.220376655,46.228921803,Success,3.587
2277,0b26b54b-2ec8-11ec-a61a-1458d0584f82,hp065.utah.cloudlab.us,107,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,7,random,46.22920387,46.238822004,Success,4.926
2278,0b26b54b-2ec8-11ec-a61a-1458d0584f82,hp065.utah.cloudlab.us,107,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,8,random,46.239125921,46.279956725,Success,27.813
2279,0b26b54b-2ec8-11ec-a61a-1458d0584f82,hp065.utah.cloudlab.us,107,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,9,random,46.280279501,46.290942503,Success,6.839
2280,ebd2fe47-2ec8-11ec-865e-1458d0584f82,hp065.utah.cloudlab.us,108,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,0,random,46.332144052,46.3473383,Success,10.942
2281,ebd2fe47-2ec8-11ec-865e-1458d0584f82,hp065.utah.cloudlab.us,108,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,1,random,46.347644342,46.359278264,Success,6.84
2282,ebd2fe47-2ec8-11ec-865e-1458d0584f82,hp065.utah.cloudlab.us,108,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,2,random,46.359570013,46.369064391,Success,4.925
2283,ebd2fe47-2ec8-11ec-865e-1458d0584f82,hp065.utah.cloudlab.us,108,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,3,random,46.369354792,46.377790921,Success,3.569
2284,ebd2fe47-2ec8-11ec-865e-1458d0584f82,hp065.utah.cloudlab.us,108,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,4,random,46.3780739,46.419474086,Success,27.993
2286,ebd2fe47-2ec8-11ec-865e-1458d0584f82,hp065.utah.cloudlab.us,108,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,6,random,46.447255906,46.460940697,Success,10.411
2287,ebd2fe47-2ec8-11ec-865e-1458d0584f82,hp065.utah.cloudlab.us,108,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,7,random,46.461239232,46.468646064,Success,1.953
2288,ebd2fe47-2ec8-11ec-865e-1458d0584f82,hp065.utah.cloudlab.us,108,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,8,random,46.468936294,46.477520366,Success,3.599
2289,ebd2fe47-2ec8-11ec-865e-1458d0584f82,hp065.utah.cloudlab.us,108,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,9,random,46.477802954,46.4868283,Success,4.539
2290,ccbd4721-2ec9-11ec-8b11-1458d0584f82,hp065.utah.cloudlab.us,109,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,0,random,46.528179644,46.57060901,Success,27.857
2291,ccbd4721-2ec9-11ec-8b11-1458d0584f82,hp065.utah.cloudlab.us,109,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,1,random,46.570919021,46.580455065,Success,4.907
2292,ccbd4721-2ec9-11ec-8b11-1458d0584f82,hp065.utah.cloudlab.us,109,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,2,random,46.580748659,46.589246483,Success,3.531
2293,ccbd4721-2ec9-11ec-8b11-1458d0584f82,hp065.utah.cloudlab.us,109,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,3,random,46.589533195,46.598035576,Success,3.581
2294,ccbd4721-2ec9-11ec-8b11-1458d0584f82,hp065.utah.cloudlab.us,109,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,4,random,46.59832731,46.605903747,Success,1.97
2296,ccbd4721-2ec9-11ec-8b11-1458d0584f82,hp065.utah.cloudlab.us,109,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,6,random,46.633337043,46.642486538,Success,4.537
2297,ccbd4721-2ec9-11ec-8b11-1458d0584f82,hp065.utah.cloudlab.us,109,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,7,random,46.642804714,46.656136027,Success,10.888
2298,ccbd4721-2ec9-11ec-8b11-1458d0584f82,hp065.utah.cloudlab.us,109,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,8,random,46.656426167,46.670045653,Success,10.439
2299,ccbd4721-2ec9-11ec-8b11-1458d0584f82,hp065.utah.cloudlab.us,109,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,9,random,46.670348022,46.680867646,Success,6.826
2300,8692b535-2eca-11ec-8d1b-1458d0584f82,hp065.utah.cloudlab.us,110,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b mg -t MT -s 100 -u 200,7,0,random,46.715314014,46.730520217,Success,10.447
2301,8692b535-2eca-11ec-8d1b-1458d0584f82,hp065.utah.cloudlab.us,110,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,1,random,46.730866016,46.739335623,Success,3.593
2302,8692b535-2eca-11ec-8d1b-1458d0584f82,hp065.utah.cloudlab.us,110,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,2,random,46.739619885,46.779928497,Success,27.815
2304,8692b535-2eca-11ec-8d1b-1458d0584f82,hp065.utah.cloudlab.us,110,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b bt -t MT -s 100 -u 200,1,4,random,46.807064052,46.817923615,Success,6.831
2305,8692b535-2eca-11ec-8d1b-1458d0584f82,hp065.utah.cloudlab.us,110,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ep -t MT -s 100 -u 200,3,5,random,46.818218792,46.825659295,Success,1.945
2306,8692b535-2eca-11ec-8d1b-1458d0584f82,hp065.utah.cloudlab.us,110,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b lu -t MT -s 100 -u 200,6,6,random,46.825954782,46.834873383,Success,3.574
2307,8692b535-2eca-11ec-8d1b-1458d0584f82,hp065.utah.cloudlab.us,110,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ft -t MT -s 100 -u 200,4,7,random,46.835169959,46.844642851,Success,4.918
2308,8692b535-2eca-11ec-8d1b-1458d0584f82,hp065.utah.cloudlab.us,110,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,8,random,46.844941932,46.858284645,Success,10.911
2309,8692b535-2eca-11ec-8d1b-1458d0584f82,hp065.utah.cloudlab.us,110,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b sp -t MT -s 100 -u 200,8,9,random,46.858594451,46.86756581,Success,4.467
2310,674bb5c6-2ecb-11ec-b611-1458d0584f82,hp065.utah.cloudlab.us,111,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b cg -t MT -s 100 -u 200,2,0,random,46.908865461,46.923722799,Success,10.838
2311,674bb5c6-2ecb-11ec-b611-1458d0584f82,hp065.utah.cloudlab.us,111,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b is -t MT -s 100 -u 200,5,1,random,46.924028911,46.965434086,Success,27.867
2312,674bb5c6-2ecb-11ec-b611-1458d0584f82,hp065.utah.cloudlab.us,111,120,/bin/bash ~/os-benchmarks/scripts/run_cpu.sh -n 0 -d 1 -b ua -t MT -s 100 -u 200,9,2,random,46.965731213,46.974279456,Success,3.6
